id,original_id,text,label,is_augmented
400_bt,400,"Proses registrasinya terlalu lama... kembali terkendali, tapi karena proses pendaftaran yang lama, jadi dokter selalu pulang duluan. Catatan dokter tidak cocok.",negative,True
405_bt,405,"Kantor depan tidak sopan, dan untuk mendapatkan kamar harus menunggu lebih dari 2 jam. tidak disarankan untuk pengguna bpjs",negative,True
410_bt,410,"Tidak ada plus sama sekali. Ini rumah sakit. Pengalaman pertama dari sistem antrian poly Bobby tidak jelas, dan pada pukul 7: 00 itu akan berakhir dengan 11: 30. Untuk uang dokter.",negative,True
418_bt,418,Maafkan aku. Aku membayarnya secara pribadi. Katakanlah saya membayar bpjs mungkin lebih di jutekin. haha adalah pekerjaan gila di klinik tapi brengsek. Tidak ingin ada rasa hormat atau apa. Setidaknya tersenyum. Saya harap Anda membaca tentang bayi Anda terus pendaftaran sekitar 02024.!,negative,True
425_bt,425,"perawat, dokter, dan staf lain yang ramah. Hanya menunggu yang lama",negative,True
431_bt,431,"Layanan, fasilitas. Bagus.
Kamar mandi bisa lebih diperhatikan menjadi bersih.",negative,True
439_bt,439,"Sabtu malam lalu aku pergi ke RS untuk pengobatan, datang pada pukul 8: 00 p.m. langsung ke registrasi, dari mana tidak ada pengobatan langsung, harus menunggu berjam-jam di 9: 15 karena aku mengeluh bahwa aku akan berakhir di kamar idd, oke? Uh. Ternyata jam 3 pagi. Kenapa kau tak bilang kamarnya penuh? Ini jam 3 pagi mobilnya pulang. ah ah Apa karena aku pasien kanker? Kumohon. Dia harus menjadi manusia. Kuharap ini evaluasi.",negative,True
444_bt,444,layanan baik,negative,True
446_bt,446,Saya pikir apotek perlu mempercepat untuk waktu yang lama dalam penanganan.,negative,True
454_bt,454,"Layanan buruk, keamanan di ruang pengiriman.",negative,True
458_bt,458,"Dari saat aku sampai ke rumah sakit, rasanya seperti itu bukan RS biasa, eh... Itu adalah memenin sakit.",negative,True
460_bt,460,"Ambil 6: 48 baris, mendapatkan panggilan untuk pendaftaran, 7.58. Tidak lebih dari melakukan alis.",negative,True
468_bt,468,"Seminggu yang lalu, anak itu dirawat di dalam anggrek. Satu dokter dengan saudarinya. Bagaimana kau bisa membantu mereka?",negative,True
479_bt,479,"Layanan itu begitu lama... bahwa selama itu membawa saya untuk melanjutkan, saya pikir saya akan mengurus apa yang ingin saya lakukan.",negative,True
482_bt,482,"Terima kasih Tuhan, layanan hermina terbaik. Tiga anak saya bisa disewa untuk bergabung dengan kamar eksekutif karena penyakit muntah dari keracunan. Fasilitas. Oke, layanan gid. Bagus padma.",negative,True
485_bt,485,"Saya pribadi tidak akan merekomendasikan rumah sakit ini. Ayahku pergi ke sini dan akhirnya dua operasi dalam beberapa hari. Apakah lebih baik setelah itu? Berbicara tentang harga tidak murah sama sekali. Setelah ulasan ini, tim akan mengutip Anda ""memperlakukan seperti keluarga Anda sendiri"" yang hanya teori. Beberapa dokter sangat bangga pada diri mereka sendiri dan hanya peduli uang. Mari saya jelaskan situasi berdasarkan fakta nyata. Ayah dioperasi setelah itu. Adikku bertanya pada dokter ""bagaimana?"" Tebak apa kata dokter. ""Jangan tanya, tapi kau tidak akan mengerti jika aku menjelaskan"" dan ini yang mereka sebut layanan. Kurangnya empati saya pikir, hanya peduli
Di rumah sakit, daging tidak diperbolehkan hanya vegetarian. Jadi mereka mendukung untuk tidak membunuh atau menyakiti hewan, tetapi terhadap manusia mereka sembrono. Uang adalah hal yang paling penting, kesehatan Anda adalah kedua",negative,True
488_bt,488,"Ini adalah fungsi idd d. Layanan buruk. Tidak harus lama. Nah, bintang telah menunjukkan rap dan kualitas layanan sangat mengecewakan.",negative,True
500_bt,500,"Dokter yang menanganinya, adalah Dr. Yuddi Utara, sangat rinci dalam penjelasannya dan sistematis ketika dijelaskan. Tidak terburu-buru. Jadi kita benar-benar dapat memahami sehingga kita dapat mengambil keputusan yang menentukan. Selain itu,",negative,True
516_bt,516,"Layanan. Oke, ramah. Bagus.",negative,True
519_bt,519,Hampir setiap hari ada kunjungan dari bos petugas kebersihan untuk memastikan bahwa kamarku bersih. Jadi kurasa karena kamarmu bersih.,negative,True
521_bt,521,"Para dokter dan perawat yang baik, fasilitas yang baik. Admin perlu diperbaiki. Dapat memberikan lebih banyak bintang jika Anda tidak karena itu hanya dua untuk pasien rawat jalan. Tunggu lebih dari satu jam untuk membayar, satu jam untuk memberikan obatnya.",negative,True
526_bt,526,Ibu saya mengambil obat pada sup cytanala dari pendaftaran pagi dan langsung ke fisio poli.... segera layanan nya belum terlalu lama... jadi aku bisa langsung pulang karena aku meninggalkan anak-anak di rumah.,negative,True
527_bt,527,Ibuku hanya mengandalkan infus. Tidak obat sama sekali. Kumohon.,negative,True
539_bt,539,bintang tidak seharusnya menjadi rumah sakit ini!,negative,True
541_bt,541,"Layanan rawat jalan nya bersih, tidak tertata - tidak banyak persyaratan rekomendasi.",negative,True
544_bt,544,"Semakin lama layanan lebih baik. Tidak perlu menunggu dokter, minum obat terlalu cepat. Tidak perlu menunggu lama di rumah sakit.",negative,True
548_bt,548,"Jadwalnya tidak jelas dan saya tidak tahu mengapa bagian pendaftaran tidak ramah dan pelit informasi, untuk perawat untuk menjadi baik. Sabar, rumah sakit.",negative,True
556_bt,556,"Hari ini anak saya memasuki idd pada 23.15. Pada intinya saya berharap di sini mendapatkan pegangan pada kekecewaan. Mulailah dengan infus yang tidak tepat di idd. Sampai 23x. Suntikan jarum, ruang kelas pertama dialihkan.",negative,True
557_bt,557,Layanan darurat sangat lama! Berjalan seperti kemalasan! Orang bisa mati. Perawat yang memasukkan jarum suntik tampak seperti lulusan baru. Dia membuat tunanganku menderita karena ketidakmampuannya!,negative,True
567_bt,567,"Layanan itu begitu buruk, adik bayi saya disimpan dalam kontrol tapi setiap kali datang ditolak untuk alasan kuota penuh. Datang di pagi hari mungkin terus kuota penuh. Adikku masih bayi, bolak-balik. Penjaga keamanan wanita juga sangat buruk, tapi mereka sudah mendaftar untuk kuota besok dan hari berikutnya mereka ditolak karena penuh.",negative,True
572_bt,572,"Aku menelepon R untuk daftar perawatan jalan. Tidak, tidak. Ada lebih dari 10 kali. Jika kau tidak percaya padaku, maka cobalah sendiri.",negative,True
600_bt,600,"Layanan keamanannya tidak memiliki keramahan dalam berbicara, berbicara kasar dan tidak memiliki pendidikan apapun.",negative,True
604_bt,604,Ini sangat mengecewakan. Dia tidak bertanggung jawab atas tugas dan kewajibannya. Klinik ini masih dalam gelap 24 jam.,negative,True
608_bt,608,Layanan sangat rendah. Anakku sedang dirawat. Ada diare baru.,negative,True
612_bt,612,"Jadwal dokter tidak update, link mengatakan 12.30 - 14.00, kau tahu. Jam 0900.",negative,True
614_bt,614,"Bagian layanan mencair tua, pendaftaran pada tidak mendapatkan diminta Orthodentic bagian tidak tahu... ketika sedang mengintip dari lantai bawah ke lantai 3. Benar, dbtnu. Tak ada yang mengantri. Akhir baris-up d pulang.",negative,True
618_bt,618,Untuk pendaftaran untuk gigi poli. Tidak ada yang ramah.,negative,True
621_bt,621,"informasi dan layanan pendaftaran tidak tangkas, respon lambat ke daftar on line. Pasien harus bolak-balik.",negative,True
625_bt,625,"Saya minta maaf jika kita bisa, untuk mesin online, membuatnya terlihat seperti itu 0800 karena untuk pasien kulit di ruang bawah tanah 25 orang. Jadi kita akan mengejarnya.",negative,True
629_bt,629,"Mengapa harus menunggu kartu tunggu pasien harus diganti dengan klise nyata? Kami jauh lebih berharga daripada menunggu kartu pasien. Manajemen harus mengubah aturan ini, karena tidak sepenting kartu tunggu pasien. Jika kita kehilangan tanggung jawab apa yang akan dilakukan manajemen?",negative,True
638_bt,638,Aku sangat kecewa dengan gigi poly,negative,True
641_bt,641,Pengalaman terburuk yang pernah ada.,negative,True
651_bt,651,"Layanan ini cukup baik juga, tempat parkir yang luas, menerima layanan bpjs, ada fasilitas atm, ada roda indomistik juga.",negative,True
666_bt,666,"Pertama kali ke sana. Tanyakan di mana lobi atau informasi atau pendaftaran pasien. Ini akan sulit untuk menemukan keamanan. Beberapa petugas dengan nama tag diminta untuk kurang. Katakan padanya untuk menemukan keamanan. Ketika saya bertemu dengan penjaga keamanan, ia lari dengan lobi lantai atas. Bertanya di mana lift hanya dikatakan di dalam. Itu membuatku marah. untuk layanan pendaftaran dan yang berikutnya cukup cepat dan ramah. Ketika petugas tag nama tidak tahu lobi atau pusat informasi.",negative,True
678_bt,678,"Baca review di sini, review rata-rata dari bpjs jelek, oke bulan depan saya berencana untuk melahirkan di sini menggunakan bpjs langsung ke idd, mari kita lihat apakah itu buruk atau tidak. Saya kebetulan melakukan peninjauan konten pada tiktok, terutama ini rs kamera saya meninjau",negative,True
680_bt,680,"Tidak ada pemberitahuan bahwa klinik ditutup lebih awal meskipun itu adalah konsultasi langsung dengan dokter anak, itu parah bahwa anak saya alergi dengan resep, tidak ada rasa tanggung jawab, jauh dari tempat suci, waktu limbah, meskipun darurat.",negative,True
687_bt,687,Hanya ingin memberimu beberapa saran.,negative,True
706_bt,706,"Jika alasannya tidak memadai harus mengatakan dari awal biarkan pasien tetap dalam keadaan yang mudah kesadaran untuk tujuan mereka,",negative,True
708_bt,708,Keep up the good service & friendly like this,negative,True
735_bt,735,"Rumah sakit yang bagus, tingkat tinggi.",negative,True
749_bt,749,"Layanan itu lambat dan tidak ramah dalam menangani, jadi aku membuang banyak waktu menunggu.",negative,True
755_bt,755,"Terlalu lama untuk menunggu proses obat, tapi resep sudah di selama dua jam terakhir.",negative,True
761_bt,761,Layanan sangat buruk!!!!!!,negative,True
773_bt,773,"Apakah benar bahwa di rumah sakit ini ada dokter bernama Ayuskalubis yang berkomentar pada tiktok, yang komentar tidak mencerminkan komentar dari dokter etis,",negative,True
788_bt,788,"Gedung RS bagus, tapi dokternya buruk. Tunggu 2 jam, 08: 00 Tapi baru tiba di rumah sakit jam 10!",negative,True
806_bt,806,R tempat parkir. Husada luas dan rapi. Park mudah.,negative,True
824_bt,824,Bagus sekali.,negative,True
841_bt,841,"Layanan radiologi Viko dapat dengan mudah melalui wa sehingga tidak butuh waktu untuk bolak-balik ke R. Dan ketika proses ini cepat, pertahankan layanannya.",negative,True
853_bt,853,"Baca naskahnya jadi kupikir aku akan memeriksa istriku yang hamil, takut akan kecewa.",negative,True
856_bt,856,"Nona trauma kerajaan.. Aku trauma di rumah sakit ini.
Ayah saya meninggal di ruang pemicu, dokter internis tidak siaga, datang seperti dia, dan tidak fokus untuk merawat pasien. Mereka memiliki dua internis yang tidak fokus. biasanya 1 internis 1 pasien menjadi fokus menangani pasien ini. Ini adalah hal yang sama sebagai cepat, jadi ayah saya adalah dua hari di pelatuk tidak bisa ditangani waktu yang sama, dan ayah saya masih dalam keadaan baik daripada tahun lalu pemicu di Rs.siliam, dalam sebuah silaloam bahwa superdrop parah bisa benar-benar sembuh. Ini trauma kerajaan. Sebaliknya, itu mengejutkan ayahku dan meninggal. Apakah saya menekan biaya atau tidak, aku tidak bisa kembali. Benar-benar membuatku trauma di rumah sakit ini. Aku berjanji untuk tidak pernah menginjak rumah sakit ini lagi.",negative,True
872_bt,872,"Pelayan yang ramah, untuk pendaftaran pertama tidak perlu menggunakan matre, jauh dari Tn. Tempat ini bersih. Bangunan yang bagus. Peralatan penuh.",negative,True
874_bt,874,Layanan yang bagus. Staf saya adalah mendengus. Rumah sakit keluarga sudah lama berada di sini. Sukses atas selalu graha kedoya.,negative,True
875_bt,875,Pendaftaran lama. off baris lebih cepat dari online,negative,True
882_bt,882,"Layanan ini ramah, paten yang baik, rumah sakit yang bagus dan bersih.",negative,True
895_bt,895,"Rumah sakit itu besar, beberapa hari yang lalu. Sangat menyenangkan bisa menikmati ruangan ini juga.",negative,True
899_bt,899,"Layanan yang bagus, dokter. Perawat yang ramah, kamar yang bersih.",negative,True
905_bt,905,"Pengalaman buruk, masuk. Jantungku berdebar dan panik. Tidak ada yang menyambut keamanan.
Di dokter tidak membantu dengan baik. Mungkin memilih pasien yang baik.
Sampai aku pulang setelah administrasi, tidak ada orang di sana.",negative,True
915_bt,915,Pengalaman yang bagus. Perawat keren. Jawab.,negative,True
917_bt,917,"Rumah sakit bersih tapi sup tidak jelas:
Satu. Pemutaran awal perawat cukup tua untuk menutupi garis. Ini adalah garis bulan.",negative,True
924_bt,924,"Layanan sangat, sangat buruk. Aku dibawa ke Upd karena luka kulit. Ada satu dokter di Upd.",negative,True
941_bt,941,"Ya. Aku kecewa dengan petugas di masjid, mengapa masih di 1930 wib. Masjid belum digunakan di ruangan, pintu terkunci dan toilet terkunci.",negative,True
955_bt,955,Layanan layanan nya ramah. Aq suka kritikus rambut mk. Lebih dari 2. .slu meminta keluhan.,negative,True
963_bt,963,Layanan tidak baik. Tidak cepat. Terutama di departemen dokter. Orang-orang yang mengelola rumah sakit tidak dapat memberikan layanan yang sempurna. Lama dan panjang tidak akan aku kembali ke rumah sakit ini,negative,True
967_bt,967,"Selama 13 tahun menjalani perawatan kesehatan, rumah sakit ini terasa seperti rumah kedua kita. dokter berpengalaman, profesional, dan ramah. yang perlu ditingkatkan:",negative,True
970_bt,970,Dokter bernama Novi tidak bisa dipanggil dokter... selalu menolak pasien.,negative,True
973_bt,973,Bagus. Semua bagian dari layanan. Aku suka kau keluar dari kelas. Sisanya baik.,negative,True
975_bt,975,"Layanan dokter sangat buruk! Departemen pendaftaran buruk juga! Dokter gemuk bernama Melly Mulu. Meskipun murah di sini! Satu-satunya lab yang bersahabat dan petugas farmasi, sisanya adalah bintang!",negative,True
992_bt,992,Layanan perawat rumah sakit. Apakah mungkin bahwa ketika orang sakit disebut ketika istri saya lahir? cocok dengan R.s baru,negative,True
994_bt,994,"Aku kecewa dengan Ny. Hermina podomoro, orang tuaku baru tiba pada hari Minggu pagi jam 6 sore.",negative,True
1017_bt,1017,"Dokter terlambat, perawat dan dokter tidak ramah, antrian pasien rusak, jadi aku menunggu lebih dari satu jam sampai aku melewati pasien lain, harus protes segera, apa jenis rumah sakit ini? Jika bukan karena referensi dokter saya, saya tidak akan datang ke sini. Layanan itu mengerikan dan mengecewakan.",negative,True
1027_bt,1027,"Bidan yang bagus, tempat ini juga nyaman.",negative,True
1034_bt,1034,"Sangat mengesankan dengan pengalaman pertama melahirkan di rumah sakit keluarga. Dokter gahransgt detail dalam menjelaskan, hati-hati dari setiap tindakan yang diambil, ingin menjawab salah satu pertanyaan saya. Untuk anak kedua, saya akan menggunakan layanan Dr Gahrani lagi.",negative,True
1046_bt,1046,"Layanan rumah sakit untuk pasien masuk ke ggsg dari ggsg, dan proses mendapatkan kamar juga cukup intens. Dokter, Tuan-tuan, semua staf juga ramah.",negative,True
1051_bt,1051,"Aku takut aku tidak mendapatkan kesempatan untuk mengajukan pertanyaan. Tapi, uh, seperti biasa,",negative,True
1054_bt,1054,Selamat siang. Saya ingin mengajukan pertanyaan. Bisakah diktator ini melayani mantan sc? Tolong jawab. Terima kasih.,negative,True
1066_bt,1066,"Saya pertama kali diterima di sini karena saya ingin pergi ke penuh kasih sayang. Mengapa kotor, kotor kamar seperti itu pernah pel?",negative,True
1087_bt,1087,"dokter anak yang tidak kompeten, bayi saya memberi saya obat.. Sementara bayi saya sehat dan tidak ada keluhan. Silakan memiliki pergeseran pagi untuk staf dan disiplin staf, yang banyak obrolan di bilik antrian sementara banyak pasien menunggu.",negative,True
1089_bt,1089,Tidak pernah kecewa dengan dokter. Dan terutama layanan perawatan di sini. Para perawat juga memiliki banyak pilihan.,negative,True
1100_bt,1100,"Dari awal, saya & child ke klinik kami, tapi rumah di pasir putih adalah layanan top.",negative,True
1113_bt,1113,Layanan rumah sakit sangat baik. Tolong teruskan.,negative,True
1114_bt,1114,"Tidak ada yang pernah kecewa, karena perawat dokter begitu ramah. ""Kau tahu, bahkan jika pasien sejalan untuk teh, kopi, kue dan itu semua gratis.",negative,True
1117_bt,1117,"Saya membuat lima bintang karena di rumah sakit ini ia menyediakan paket lengkap untuk mengurus sks, scbn dan mpi (untuk cpns berkat). Jadi kita bisa mengurus semuanya di sini. Staf saya bertemu juga kooperatif dan bos. Jika Anda datang, jangan mengambil mobil karena tidak ada parkir. Dan tidak ada atm ketika waktu mengambil uang tiba-tiba. (Sebenarnya ada di bank dki, tetapi mesin telah dihapus).",negative,True
1134_bt,1134,"Layanan registrasinya lambat, salurannya panjang, belum lagi petugas pendaftaran. Hanya dua yang terbuka, jadi aku menunggu hampir dua jam untuk daftar. Jika ada yang sakit parah, matilah di tempat. Apa yang salah dengan kali ini, tidak apa-apa, manajemen begitu bodoh.",negative,True
1137_bt,1137,Kelas satu. Tapi belum direnovasi. Bagaimana menurutmu?,negative,True
1143_bt,1143,"Layanan itu tidak baik. Perawat itu tidak norak seperti aku. Sementara aku membayar uang,",negative,True
1145_bt,1145,"Kasur tidak nyaman, menunggu dokter terlalu lama. Pengawas menunggu tiga hari bagi dokter untuk berlatih.",negative,True
1147_bt,1147,Rumah sakit terburuk yang pernah kutemui. Berbicara tidak terlalu bagus. Jika itu adalah malam air mati. Sulit untuk membuatnya ke kamar mandi. Aku tak mau berdoa saat fajar. Aku tidak bisa. Dan ada banyak yang buruk. Lebih baik cari keluarga lain.,negative,True
1152_bt,1152,Hanya kemarin Senin dirawat di sini.. Pelayanannya sangat baik. Perawat dokter itu ramah untuk pertama kalinya dalam hidupku.,negative,True
1163_bt,1163,"Sambutlah pemilik atau manajer staf pada briefing. Terutama departemen pendaftaran, tidak ada pertemuan dengan pasien layanan begitu lama, lebih baik tidak pergi ke rumah sakit ini.",negative,True
1168_bt,1168,"Benar-benar datang ke rumah sakit ini, dokter anak telah menunggu selama berjam-jam, menunggu jadwal yang sama dari 3: 00",negative,True
1172_bt,1172,"Sulit untuk menemukan kamar ketika Anda memakainya. Kesimpulan pelayanan publik lebih cepat dan ada sebuah tempat, jika Anda menggunakannya.",negative,True
1175_bt,1175,"Layanan Ok, petugas sangat bagus, bersih.. Hanya tip kedua-kelas di lantai lima lebih baik daripada kelas satu di lantai empat. Ini bisa menjadi evaluasi kami berikutnya. atas",negative,True
