id,original_id,text,label,is_augmented
18,18,"sangat kecewa mengganti perban di sini untuk kedua kalinya, pertama kali dokter mengganti perban, tetapi untuk kedua kalinya hari ini benar-benar membuat saya kecewa. saya memutuskan untuk datang ke rumah sakit ini setelah menjalani pencabutan gigi …",negative,False
19,19,pelayanannya bagus dan sigap.. kamar rawat inapnya jg bagus dan bersih..,positive,False
20,20,"pengalman berobat di rs bunda margonda sangat baik service dari karyawan dan tenaga kesehatan, sukses rs bunda margonda",positive,False
21,21,"saya cek kesehatan jiwa dan rohani di rs ini. pelayanan dari mcu dan perawat baik, tapi pelayanan dokter spesialis jiwa mereka (dr. aminullah moeloek, sp.kj) sangat buruk. saya dibentak karena menanyakan hal yang kurang jelas. dokter jiwa kok tidak berakhlak.",positive,False
22,22,"antri igd lama bukan main. untuk diperiksa aja hrs nunggu pasien yg dpt kamar. sedangkan yg mau rawat inap byk. dan kamar terbatas. tolong sistem pelayanannya diperbaiki, masa mau periksa aja nungguin berjam2 ga jelas. udh dilayanin, diinfus sampe 3 x suntik gagal masukin jarumnya. sumpah bener2 bikin emosi. udh nunggu lama masih aja dibuat dongkol.",positive,False
23,23,"terima kasih kpd tenakes rsud tarakan jakarta khusus nya di tugaskan di ruang nicu yang sdh membantu merawat anak sy dgn sebaik-baiknya... ruangan pun bersih dan nyaman, sampai pelayanan keamanan jg baik semua..",positive,False
24,24,"bila pemeriksaan laboratorium dapat dilakukan pada hari jumat, 12 april 2024, admin akan diinformasikan bahwa keesokan harinya, tanggal 13, beliau ingin berkonsultasi dengan dokter untuk membaca hasil lab. admin tidak memiliki informasi apa pun, maka …",negative,False
25,25,"alhamdulillah berobat sampe kontrol di rs fmc,,,sangat bagus dan puas,pelayanannya ramah ,,",positive,False
26,26,"persiapan umroh, hari ini langsung datang vaksin meningitis di rsud khidmat sehat afiat depok di lt2 mcu vaksin, pelayanan cepat dan memuaskan",positive,False
27,27,"terima kasih kepada drg. wayan hari swarjaya sandi sp.bm juga perawat,dan asistant nya yang telah membedah gigi bungsu saya yang lagi tidur, dokter sangat baek,ramah,professional, dan sabar saya sangat beruntung di tangani beliau, saya …",positive,False
28,28,"pelayanannya bagus.. rumah sakitnya strategis, dekat dengan tempat tinggal.. cuma agak susah cari atm di sekitar rumah sakit..",positive,False
29,29,"kmrn anak saya sempet dirawat dirs citra arafiq 3 hari..dokter anaknya baik banget dan semua petugas rs dari ob,security,perawat dan tim administrasi baik2 dan ramah2 semuanya.rumah sakitnya juga bersih.",positive,False
30,30,biaya adminnya lumayan besar yaitu 200rb lol.,positive,False
31,31,pelayanan cepat dan baik,positive,False
32,32,"rumah sakit ypk mandiri letaknya sangat strategis, walaupun bangunan rs tidak terlalu luas namun fasilitas yang diberikan cukup lengkap, saya pasien dr.lucy lisa.. beliau dokter yang sangat ramah, sangat jelas dalam memberikan arahan dan …",positive,False
33,33,"tolong doong petugas perawat di trening ulang. istri saya di infus 4 kali gagal. sampe tangan kanan,kiri istri saya bengkak. niatnya mau di rawat kena gejala types jadi rawat jalan minum obat aja,tau gitu mending ke klinik aja.  amatir sekali petugasnya. ini bukan cerita ngarang real.",positive,False
34,34,pelayanannya sangat baik,positive,False
35,35,"pelayanan rumah sakitnya sangat ramah, bersih. sangat direkomendasikan untuk berobat di sini",negative,False
36,36,"pelayanannya sangat memuaskan,,, baru pertama kali ke rs colombia, pelayanannya sangat cepat, dari dokternya, petugasnya, perawatnya ramah, terimakasih atas semuanya... 🥰🥰🥰🥰 …",positive,False
37,37,"sangat sangat sangst lambat sekali.... dr ortho, praktek jam 08.00 sampai skrg jam 11.10, blm dtg juga... tdk ada pemberitahuan sama sekali... useless...",positive,False
38,38,"kecewa sama pelayanannya di igd, sudah 3 mngguan bengkak trjadi, tetapi kalau di anggap tidak emergency, tensi dan oksigen bgus, di anggap msih baik2 saja, aneh bgttt, bpjs ga bsa di pke tuh, rs yg tdk mementingkan pasien, so badddd :(",positive,False
39,39,"pada tanggal 27 mei, saya mendapat rujukan dari pusat kesehatan ke rs siloam untuk gigi impaksi. di rumah sakit, saya membuat reservasi untuk bertemu dokter pada tanggal 4 oktober (5 bulan). pada hari saya bertemu dokter, saya hanya dirujuk kembali …",negative,False
40,40,"dokternya ramah ramah,  obat2 yang di kasih bagus2 di rsu tangsel dan bisa di klaim pakai bpjs",positive,False
41,41,pelayanan fisioterapi nya baik dan jg komunikatif serta sangat ramah,positive,False
42,42,"pelayanan di rumah sakit brawijaya hospital depok memuaskan, staff beserta perawat dan dokter sangat ramah",positive,False
43,43,alhamdulillah ...sangat puas dgn pelayanan dan perawatan di rsia makiyah ini..untuk ake sekian x...dr sy melahirkan dan perobatan'y..baik dokter dan para perawat'y...,positive,False
44,44,"selama beberapa kali keluarga sy pengobatan, operasi dan kemo, sejauh pelayanannya terbaik, susternya ramah2, dokternya handal semua. good job",positive,False
45,45,"kamar 7610 - semua pekerja hebat, mereka ramah dan sangat perhatian selama kami menginap. perawat juga sangat tanggap dan selalu melakukan pemeriksaan rutin",positive,False
46,46,"vaksin polio dari dosis 1 - dosis 2, di rsia grand family, yg pasti lebih berasa safety dan nyaman karena bersih, semua staf ramah dan anak pun senang 🙏🏻 …",positive,False
47,47,"harus diruqyah dokter"" dan playanan disini.. semoga bisa cpt diperbaiki pelayanan dan penanganan nya..  sudah bnyk warga jatisampurna yg komplain tentang buruk nya pelayanan disini.. …",positive,False
48,48,"kalau untuk pendaftaran pasien baru dari nomor satu ke nomor yang lain lama banget, bisa 15 sampai 20 menit karena banyak ngobrolnya petugas, kalau antrian di satpam bagus cepat karena tidak ngobrol sambil ngobrol.",negative,False
49,49,pelayanannya bagus  dokter suster ramah dan baik …,positive,False
50,50,pengalaman saya sangat buruk operasi bru sehari udah disuruh pulang padhal bangun aja belum bisa,negative,False
51,51,"salah satu rumah sakit di tengah kota jakarta, pelayanannya cukup baik, meskipun pasien menggunakan bpjs. fasilitas di rumah sakit ini juga sangat lengkap, ada mesin atm bank dki dan atm bersama, mushola, area parkir yang luas.",positive,False
52,52,"pada tanggal 1 juli, suami saya, putra saya yang berusia 8 bulan, dan saya harus dirawat di rumah sakit ini karena covid. perlu diingat bahwa saat itu adalah masa puncak kasus covid di indonesia. pasien membludak dan sistem perawatan kesehatan lumpuh. …",positive,False
53,53,alhamdulillah di rumah sakit ini ada pelayan doa setiap pagi. jd lebih adem sy sebagi pasien. di sini jg ada foto bayi lucu lucu. bayar lagi tp sesuai lah.,positive,False
54,54,"kualitas pelayanan bagus, biaya nya murah banget.  utk pasien umum, bandingkan jasa konsul dokter spesialis, biaya lab dan rontgen …",positive,False
55,55,"baik pelayanannya. ramah-ramah dokter, perawat, dan petugasnya. terima kasih.",positive,False
56,56,pegawai laboratorium lantai 2 khususnya ibu2 yg masih muda yg diem d depan penerimaan berkas pelayanan tidak baik. mohon jika pasien memberikan berkas itu di baca dulu jgn lgsg d tembak ga bisa …,positive,False
57,57,"bapak munir is the best pelayanannya, beliau murah senyum, dan sigap membantu para pasien yang datang yang membutuhkan bantuannya.",positive,False
58,58,masuk ugd di rumah sakit ini bagus banget dan cepat untuk pengambilan darah dan hasilnya juga. penanganannya sangat baik dan rumah sakitnya bersih😌 …,positive,False
59,59,"rumah sakitnya bersih, ruang tunggu di kliniknya juga nyaman. ada juga restoran kalau lapar, ada makanan ringan juga.",negative,False
60,60,"pelayanan di sini kurang bagus. kami dibilang kasar sama satpamnya padahal kami ngomongnya baik-baik. dia kentut kalau ngomong. sari asih ini memang selalu menyebalkan, dia tidak ramah dan rumah sakit ini benar-benar tidak punya cukup wort!!",positive,False
61,61,"4 hari dirawat di rumah sakit ini, alhamdulillah merasa puas, terima kasih atas pelayanan yang kami terima terutama di ruang camelia, perawatnya ramah dan tanggap... fasilitasnya juga lengkap dan bersih...",positive,False
62,62,pengalaman buruk di rumah sakit. tidak ada sirkulasi udara di dalam gedung. harga terlalu tinggi untuk fasilitas minimum. dokter tidak berpengalaman dan staf sangat lambat. anda harus mengejar mereka sepanjang waktu jika menginginkan layanan.,negative,False
63,63,"baru pertama ke rs ini awalnya berobat pake umum disuruh dokter lanjut pake bpjs. dateng dari jam 9 jam 12 kurang baru masuk, dari rs sepi sampe rame kesepi lagi. kasian mama saya yang nemenin anaknya berobat! …",negative,False
64,64,"rumah sakit dengan pelayanan yang baik dari segi dokter dan perawatnya sangat ramah dan sangat membantu dalam pelayanannya, apalagi dokternya sangat ramah dalam melakukan konsultasi dan membuat nyaman",positive,False
65,65,ikuti prosedurnya dengan pasti. dibutuhkan kesabaran dan jangan malu untuk bertanya....,positive,False
66,66,"securitynya sangat resek, tidak mandang pasien lagi istrhat. pengalaman oma mau bawa ke ruangan operasi anak2nya tidak boleh melihat pas keluar ruangan kita mau ikut antar juga tidak boleh, pas operasi tidak aj kejelasan sudah atau belum atau informasi selanjutnya. ditanya hanya jawab tunggu saja. sblum opersi kita tanya dokternya katanya 1 jam. nyatanya hampir 6 jam. sesudah operasi yang jenguk ditahan sama security. securitynya resek banget, pengalaman mau di suap baru securytinya tidak resek. reseknya sampai masuk keruangan ribut2 dengan saudara yang jenguk. ruangannya kalau hujan bocor, ranjangnya kayak ranjang yg bawa pasien dari ambulan. pas ditnya katanya ini ranjang sebenrnya. kalau mau ganti harus pindah ke vvip.
toiletnya gak ad tisue. nama security yg disuap toniz, ciri2 badannya gak terlalu berisi tinggi 170an kulit hitam, rambutnya sedikit alias botak. nerima suap kalau tidak salah pengunjung  pasien diruangan 2022. sunggu securytinya bikin gak nyaman.",negative,False
67,67,"kurang profesional, ketika semua pasien lansia sedang menunggu panggilan dr. isfahani, perawat semua kumpul di nurse station, ngobrol dan tertawa2 dengan suara yg keras, yg menurut saya itu tidak profesional,  di depan pasien seperti itu.
kamar mandi untuk umum bau banget, tidak ada tissue, tidak ada sabun cuci tangan.",positive,False
68,68,"tempat bersih dan ac masih dingin banget, pendaftaran dan periksa cepat (berbayar bukan bpjs) tapi sayangnya di farmasi menunggu obat racikan (parasetamol) sampai 1 jam padahal hanya 2 antrian saja. sepertinya krg staff di farmasi dan untuk …",positive,False
69,69,dokternya oke. cuma di bagian farmasi. ngambil obat doang bisa sejam lebih. bangku tunggu jg dikit banget,positive,False
70,70,"pelayanan dokter kurang, dokter ngaret sampai berjam jam dengan kondisi pasien antrian panjang. tolong untuk para dokter hargai kami sebagai pasien",positive,False
71,71,"terima kasih, rumah sakitnya bersih. ada kursi pijat qr",positive,False
72,72,selama dirawat di ruang topaz nyonya bong sudah lebih merespon dengan baik suster suster nya baik ramah suster ocha suster evi suster rosita suster sofia sangat sigap melayani oma,positive,False
73,73,pelayanan nya bagus. cepat tanggap,negative,False
74,74,"recommended👍rs terbaik utk terapi hemodialisis jakarta utara. pelayanan sangat baik, ruangan nyaman, peralatan medis lengkap, perawat baik ramah sangat memperhatikan pasien hd, komunikasi baik, edukasi baik, tapi mohon maaf sayangnya kekurangan tenaga medisnya (perawat) jd kadang pasien harus menunggu cukup lama padahal sdh dtg lebih awal. mohon utk ditambahkan perawat agar mendukung pelayanan lebih baik lg. sukses & maju trs utk rumah sakit atma jaya👍👍👍🙏🏻",positive,False
75,75,fisioterapi rsu mma keren dan ramah,positive,False
76,76,"gw pribadi secara langsung rumah sakit ini oke jg pelayanannya, apa ya baru bulan desember 2023 anak masuk rs sini pelayanan bagus2 aja se. soal banyak review satpam bla2. bilang aja sama org management rs nya. lalu soal slot pintu kamar mandi boleh jg itu review-nya. tinggal di proses sama bagian ga nya aja.",positive,False
77,77,"terimakasi kepada ra annisa karanggan, ayah saya dirawat disini dengan baik dan ditangani dengan cepat, ruangan yang saya tempati nyaman dan bersih, serta perawat dan dokter baik baik, dan selalu memberikan edukasi terkait penyakit dan kebersihan, terimakasih",positive,False
78,78,"pelayanannya buruk 🥲, mau rujukan berkelanjutan ke rs lain tetapi prosedur nya harus ke faskes 2 dulu dan saya dirujuk ke sini hanya untuk mengurusi surat rujukan tsb, kira saya nunggu berjam-jam dari pagi sampai sore sudah diurus surat …",negative,False
79,79,"semua pelayanan rs baik, ramah dan responsif👍 …",positive,False
80,80,"rs nya oke, bersih, pelayanan nya juga bagus.
ke sini ketemu dgn dr. carolin. dokter nya ramah, penjelasannya juga jelas dan informatif 🙏 thankyou dok …",negative,False
81,81,"rumah sakit terbaik untuk melahirkan. benar-benar peduli dengan kesehatan dan perasaan ibu selama proses melahirkan. dokter, perawat, dan semua staf sangat membantu, ramah, sabar, dan kompeten.",positive,False
82,82,"ambil no antri pendaftaran umum jam 10:24 , padahal antrian cuma 1 no baru di panggil 30 menit kemudian …",positive,False
83,83,pelayanan sangat jelek...gak pernah berubah dah berapa kali berobat kesini...tolong tingkatkan lah,negative,False
84,84,ypk pelaimananya oke banget deh....,positive,False
85,85,"trm ksh buat dr riza sp bedah, semoga selalu sehat dan sukses.. buat teh eti yg cantik dkk, perawat2 smuanya semoga selalu sehat.. semoga rsud depok semakin maju jaya 🤲👍🏼💪🌹🙏 …",positive,False
86,86,"tanggal 15 januari lalu operasi caesar di rumah sakit ini. suntik anestesi sama dokter perempuan. tadinya takut karena cerita orang-orang soal anestesi caesar, tapi ternyata dokter wawan bisa bikin anestesi 0 persen sakit. …",positive,False
87,87,"istri saya persalinan di sini menggunakan bpjs, seluruh staff, perawat dan dokternya sangat sangat ramah sekali, tempat dan pelayanannya juga sangat sangat baik",positive,False
88,88,"saya baru pertama kli rawat disini, pelayanan karyawan dan perawatannya sangat baik dan ramah-ramah, hanya saja untuk di dokter kurang interaksi dgn pasien dan tempat tidur msh ada kurang layak untuk ditiduri pasien. terimakasih",positive,False
89,89,"terimakasih kepada saya ucapkan kepada pihak rumah sakit yg sudah mau menerima dan mengobati saya sampai sembuh, pelayanan dan perawat serta kebersihan selalu terjaga dengan baik. semoga rs tri mitra menjadi rumah sakit yg terbaik di kab bogor.",positive,False
90,90,"ternyata betul betul bad service. apalagi bagian igd nya, sangking aja udah urgent maka nya orang tua saya, saya larikan kesitu. dari awal saya pendaftaran saya bilang ga usah nunggu konfirmasi bpjs ketenagakerjaan untuk penanganan pertama …",negative,False
91,91,"pelayanan ok cepet , langsung d tangan ini, makanan ny jg enak2,, cuman ada kurang yaitu tdk ad orang yg bersih2, gorden kotor, + ac kecil bgt g terasa apa2.. + air dr ac bocor k bawah lantai + parkiran jg mahal bgt .. ini mah hrs banyak2 d perbaiki biar pasiennya nyaman  ..",positive,False
92,92,"terimakasih rumah sakit islam ayhsa ,sudah membantu saya dalam persalinan normal dengan dokter obgyn dan ibu bidan rumah sakit islam ayhsa sangat ramah dan memberikan pelayanan yg baik..sehingga sy percayakan kpd rumah sakit islam ketika sy dan keluarga perlu berobat💕 …",positive,False
93,93,"beberapa satpam dari rs siloam karawaci tidak sopan, tidak sopan, dan tidak tahu bagaimana cara memberi tahu dengan sabar. sop mereka harus diperbaiki! sama sekali tidak bagus! 👎🏼 …",positive,False
94,94,siloam kebon jeruk memberikan pengalaman terbaik untuk layanan kesehatan. sangat direkomendasikan 👍 …,positive,False
95,95,"sekedar saran , apabila stopkontak di lt 2 di hidupkan , akan lebih mempermudah untuk keluarga pasien icu yg menunggu di rumah sakit ini (tidak bisa pp kerumah) , dan ditambahkan lagi ruang kosong atau khusus untuk tidur , karna tidak bisa lesehan di lantai karna dilarang keras oleh security.",negative,False
96,96,ini adalah konsultasi pertama saya dengan dokter ria puspitasari di rs grand family. pelayanan di rs ini cukup baik dan perawatnya juga ramah.,positive,False
97,97,"rumah sakit yang bikin nyaman, pelayanannya cepat, perawat dan dokternya ramah terutama dokter kandungan dan kandungannya, saya dokter noviyanti yang masya allah luar biasa ramah dan selalu memberikan yang terbaik untuk pasiennya…",positive,False
98,98,"saya dirujuk ke sini untuk endoskopi, dari awal saya harus bertanya kepada 5 orang yang berbeda untuk sampai ke klinik penyakit dalam. karena apa? mereka hanya menjawab di lantai 2, di sana, di tengah, di sudut, memberi petunjuk arah tanpa ...",negative,False
99,99,"semua perawat dan dokter kamar operasi ,poli mata
dan poli penyakit dalam pelayanannya the best, ramah, berwibawa, santun,sopan,informasi valid.pkonya jempolan.terima kasih",positive,False
100,100,"sangat kecewa hari ini,ke salah  satu dokter yg sdh di boking 2 bulan yg lalu,jadwal praktek jam 16.30..dokter baru datang jam 18.15..mulai masuk pasien 18.45...sampai jam berapa giliran anak saya gatau ,sdh capek  ,dibelain ijin , jauh …",negative,False
101,101,"tempat nyaman, tapi pelayanan lamaaaa x. saya nunggu utk berobat ortopedi atau fisioterapis disini, janji dsruh balik 15.30, namun hingga jam 18.00 dokternya blm datang. alasannya krn dokternya baru slsai operasi dan kena macet. mana …",positive,False
102,102,"tempatnya bersih, dingin dan wangi",positive,False
103,103,"tempat terbaik, dokter dan perawatnya bagus.",positive,False
104,104,terima kasih kepada dr. irene,positive,False
105,105,"sangat puas dengan pelayanan rsud tanah abang, menurut saya salah satu rsud dengan pelayanan terbaik di jakarta, suster2, dokter2, pegawai2 rs, security2nya ramah2. sabar dalam melayani, integritas, profesional. sangat rekomendasi. terima kasih utk perawatannya",positive,False
106,106,"sore ini ke eka hospital dan pelayanannya ramah sekali, thank you for all nurses and doctors",positive,False
107,107,"di kamar rawat banyak sekali anak kecil yang jelas jelas bukan pasien dan mengganggu pasien yang sedang beristirahat,dimana mereka berlarian,bermain,berteriak yang membuat pasien terganggu dan tidak bisa beristirahat dengan tenang,",positive,False
108,108,"dpt rujukan dr puskes ke rs ini. udh takut kl staffnya jutek"" kyk pengalaman yg di rs sebelah. ternyata ga, staff rs tamansari ramah"" semua. 🤍 …",negative,False
109,109,"pengalaman dirawat di ruang camelia rs mitra keluarga jati asih membuat saya nyaman. staf dan perawatnya ramah, selalu siap membantu. kamarnya juga bersih dan nyaman, sehingga saya bisa beristirahat dan memulihkan diri dengan lebih tenang. terima kasih banyak kepada semua yang telah membantu selama dirawat di sini ❤️❤️",positive,False
110,110,terimakasih dr.chatrine spog sc ke 2 dg rasa takutt kuqtir dll tapi beliau sangat membantu menenangkan dan juga sangat ramah sangat banyak membantu yg diinginkan pasien sangat pengertian & perhatian. sehat2 selalu dokt ❤️ & terimakasih …,positive,False
111,111,"pembungkaman atas kejujuran, setiap komplen rating bintang 1 selalu di hapus, helo ada apa mitra? kenapa yg bintang 5 yg di up? berarti 4,5 rating palsu donk? parah pemirsa... karyawan gak ada attitude, toilet itu muka perusahaan... masa toilet kaya gupakan kebo! toilet lantai 1 pojok",positive,False
112,112,"pelayanan cukup memuaskan, perlu ditambah variasi  makanannya.",positive,False
113,113,alhamdulillah sangat sangat baik sekali semua petugas kesehatannya.semoga kedepannya lebih lebih maju lagi,positive,False
114,114,ruang tunggu yang nyaman  rumah sakit bersih dan wangi  semua petugas baik dan ramah  terbaik rs citra medika depok 🙏👍💓💝💖❣️❤️‍🩹💟🧡💛,positive,False
115,115,"disini pelayanan nya baik ramah dokternya susternya juga, pengurusan bpjs tidak ribet disini dibantu pak prizal kalau ada kendala baik ramah menjelaskannya. hatur nuhun",positive,False
116,116,wah.. ugdnya luar biasa.. …,positive,False
117,117,"respon cepat saat pertama kali datang di depan igd, dari security, perawat, dokter, bahkan obatnya pun langsung diantar, tanpa harus antri",positive,False
118,118,"suasananya sangat nyaman, ditemani oleh perawat yang ramah dalam melayani",positive,False
119,119,semuanya bagus dan sangat memuaskan,positive,False
120,120,"rumah sakit minim empati, yg dirawat anak usia 4 bulan yg jaga cuma boleh 1 pdhal udah dikelas 1, emg dipikir semua org rumahnya dekat dari rumah sakit, lalu jaga anak sakit sendiri itu rasanya berat mau kemana2 susah mau ninggal pipis …",positive,False
121,121,"meskipun merupakan jaringan rumah sakit umum yang terkenal, namun masih di bawah ekspektasi. anda bisa mengetahui level indonesia. pelayanan tatap muka sangat ramah. namun segala sesuatunya dilakukan dengan sangat, sangat lambat. jika anda …",positive,False
122,122,"mohon di perbaiki lagi untuk pelayanan nya. saya datang jam 20.30 ke igd buat berobat anak saya. lalu saya disuruh menunggu sampai 21.30 , saya bilang ke satpam nya nunggu brp lama lagi, kata satpam td dokter dan perawatnya blm bisa masuk …",positive,False
123,123,"pada tanggal 20 juni 2024, beliau dirujuk ke mayapada hospital tangerang dengan kondisi lahir spontan di usia kandungan 28 minggu, dibantu oleh dr. henry sondakh, spog yang luar biasa sigap menangani persalinan langsung di igd, …",positive,False
124,124,"rs daerah di kota depok tapi rasa hotel bintang lima, ramah anak dan bikin anak tidak trauma, bukan rs yang terkesan seram sebagaimana rs jadul_ maju terus yaa rsud kota depok, lope2",negative,False
125,125,selama setahun lebih saya berobat di rs pluit pelayanan dari para suster di poli sangat baik. untuk sistem daftar dan menunggu pun sangat efisien juga efektif. …,positive,False
126,126,good service.,positive,False
127,127,"bad experience  tolong untuk hrd rumah sakitnya selalu melakukan evaluasi kerja tiap bulannya, …",positive,False
128,128,"sangat puas dengan rumah sakit ini. berobat di sini selama 6 hari sangat terbantu dengan pelayanan yang baik dari perawat, ditambah dokter yang menangani saya, dr. mulia dan dr. juda. yang saya suka adalah dokternya menjelaskan dengan sangat detail dan tidak bertele-tele.",positive,False
129,129,"rumah sakit yang direkomendasikan, fasilitas yang nyaman dan aman, serta pelayanan yang sangat baik. staf medis dan non-medis yang ramah. 👍 …",positive,False
130,130,alhamdulillah bisa ikut meramaikan acara funbike funheart rs permata cibubur dalam rangka memperingkati hari jantung sedunia yg jatuh pada tgl 29 september... terima kasih rs permata cibubur,positive,False
131,131,"dokter dateng lama/telat, ga sesuai jadwal. antrian di serobot, suster2 main hp",negative,False
132,132,ribet pake bpjs pelayanan nya kurang dokter juga maya ikhlas gak ikhlas ngelayanin nya,negative,False
133,133,"pelayanan di meliaa sangat bagus, nyaman dan aman. terutama di ruangan gaea hestia perawatnya sangat ramah.",positive,False
134,134,"rsia kelas menegah yang ada di depok, fasilitas dan dokter lumayan menunjang",positive,False
135,135,pelayanan dan fasilitas yg diberikan sangat baik👍🏻 …,positive,False
136,136,puas banget karena pelayanannya bagus dan ramah. 🙏 …,positive,False
137,137,parkir memadai tetapi agak jauh dari rumah sakit. pendaftaran dan pelayanan dari petugas ugd cukup lancar. proses penanganan pasien asuransi memakan waktu cukup lama karena memerlukan acc dari perusahaan asuransi. …,negative,False
138,138,"udah 3 kali lahiran disini. dokternya baik banget, bidan bidannya ramah. biaya persalinan juga terjangkau.",positive,False
139,139,"ini mgkin pertama dan terakhir ke asallam , pertama masuk rawat inap kls 1 kamar mandi banyak ee tikus , ga d bersihin ap g di sikat bauw bgd , ke dua ank sy check out sabtu dan smpai hr senin pengembalian uang deposit msh di tahan * .. sy …",positive,False
140,140,lanjut bs bpjs,positive,False
141,141,saya di rawat di ruang marwah perawat cekatan rama ramah cantik cantik ruangnya bersih di kasih penjelas buat ngurangin nyeri mudah di mengertinya.,negative,False
142,142,mau tanya apakah hari ini ada jadwal praktek dokter bedah.?,positive,False
143,143,pelayanan nya bagus dan cepat tanggap 👍 lingkungan nyaman dan bersih …,positive,False
144,144,"kmren baru aja lahiran pake bpjs eracs disini, pelayanannya manteb ga dibeda2n, dr suster, bidan semuanya ramah, kmren aku upgrade kamar dan dibantu dengan pmo miss putri, masyaallah membantu sekali, penjelasannya pun mudah dimengerti dan seneng bgt pas mau pulang dapet goodiebag dr rs hermina daanmogot,, luv pokoknya 💕 …",positive,False
145,145,pelayanan selama perawatan di rs siloam cukup baik dan membantu keluarga kami untuk sembuh walaupun biaya yang dikeluarkan cukup mahal,positive,False
146,146,dokter menyepelekan pasien. saya dtg pakai ambulan semua petugas pun tau kondisi saya . saya cuma minta di uap karna sesak nafas tapi 3jam saya gak di perhatikan . banyak x prosedur yg gabisa toleransi keadaan pasien . mungkin tunggu pasien mati baru di tindak . jahat semua nya,negative,False
147,147,"my own mom admitted to rs pik , fifth floor room no 5220, assisted by nurse sisca  in the morning , nurse maria in the evening. attentive, friend and dr mulia is one of the fine doctor that assisted my mom",positive,False
148,148,"pengalaman lahir di sini dgn dr nadir . tindakan gercep . selama operasi sc tidak ada keluhan, dokternya bagus. dr erlin  dokter anaknya bagus. untuk kamar bayi suster baik dan gercep. serasa di umah sendiri selama di rwt. makanannya enak.",positive,False
149,149,"rekomendasi teman untuk daftar ke salah satu spog disini, dan saya yakin karena ini rs rujukan pasti akan menjadi contoh bagi yang lain, tetapi sangat mengecewakan karena perjanjian di batalkan 2 jam sebelum jadwal (sudah 2x di cancel), …",positive,False
